,GID,Team,Spread,Over/Under
656,201612070ORL,BOS,-3.0,201.5
657,201612070ORL,ORL,3.0,201.5
658,201612070PHO,PHO,4.5,218.5
659,201612070PHO,IND,-4.5,218.5
660,201612080CHI,CHI,3.0,199.0
661,201612080CHI,SAS,-3.0,199.0
662,201612080MEM,POR,1.5,205.5
663,201612080MEM,MEM,-1.5,205.5
664,201612080NOP,PHI,9.0,204.0
665,201612080NOP,NOP,-9.0,204.0
666,201612080TOR,MIN,7.0,214.0
667,201612080TOR,TOR,-7.0,214.0
668,201612080UTA,GSW,-5.5,213.0
669,201612080UTA,UTA,5.5,213.0
670,201612080WAS,WAS,-6.0,217.5
671,201612080WAS,DEN,6.0,217.5
672,201612090BOS,BOS,-2.5,207.0
673,201612090BOS,TOR,2.5,207.0
674,201612090CHO,ORL,7.0,200.5
675,201612090CHO,CHO,-7.0,200.5
676,201612090CLE,CLE,-13.0,210.5
677,201612090CLE,MIA,13.0,210.5
678,201612090DAL,DAL,4.5,200.5
679,201612090DAL,IND,-4.5,200.5
680,201612090LAL,LAL,-2.0,217.0
681,201612090LAL,PHO,2.0,217.0
682,201612090MIL,MIL,-3.0,208.0
683,201612090MIL,ATL,3.0,208.0
684,201612090MIN,DET,-2.5,204.0
685,201612090MIN,MIN,2.5,204.0
686,201612090OKC,HOU,-0.0,224.5
687,201612090OKC,OKC,0.0,224.5
688,201612090SAC,NYK,4.0,211.0
689,201612090SAC,SAC,-4.0,211.0
690,201612100CHI,CHI,-10.5,198.5
691,201612100CHI,MIA,10.5,198.5
692,201612100CLE,CHO,8.0,212.0
693,201612100CLE,CLE,-8.0,212.0
694,201612100HOU,DAL,14.0,208.5
695,201612100HOU,HOU,-14.0,208.5
696,201612100IND,POR,-0.0,217.0
697,201612100IND,IND,0.0,217.0
698,201612100LAC,NOP,13.0,205.0
699,201612100LAC,LAC,-13.0,205.0
700,201612100MEM,MEM,10.0,209.5
701,201612100MEM,GSW,-10.0,209.5
702,201612100ORL,ORL,2.5,205.0
703,201612100ORL,DEN,-2.5,205.0
704,201612100SAS,BRK,14.0,210.0
705,201612100SAS,SAS,-14.0,210.0
706,201612100UTA,SAC,7.0,198.5
707,201612100UTA,UTA,-7.0,198.5
708,201612100WAS,MIL,4.5,209.0
709,201612100WAS,WAS,-4.5,209.0
710,201612110DET,PHI,12.5,201.0
711,201612110DET,DET,-12.5,201.0
712,201612110LAL,LAL,2.0,217.5
713,201612110LAL,NYK,-2.0,217.5
714,201612110MIN,GSW,-9.0,223.0
715,201612110MIN,MIN,9.0,223.0
716,201612110OKC,OKC,-4.0,209.0
717,201612110OKC,BOS,4.0,209.0
718,201612110PHO,PHO,-4.5,208.5
719,201612110PHO,NOP,4.5,208.5
720,201612120DAL,DEN,-1.0,201.5
721,201612120DAL,DAL,1.0,201.5
722,201612120HOU,HOU,-14.0,226.5
723,201612120HOU,BRK,14.0,226.5
724,201612120IND,IND,-2.5,212.0
725,201612120IND,CHO,2.5,212.0
726,201612120LAC,POR,9.5,217.5
727,201612120LAC,LAC,-9.5,217.5
728,201612120MIA,MIA,1.0,205.0
729,201612120MIA,WAS,-1.0,205.0
730,201612120SAC,LAL,7.0,216.5
731,201612120SAC,SAC,-7.0,216.5
732,201612120TOR,TOR,-8.5,213.0
733,201612120TOR,MIL,8.5,213.0
734,201612130ATL,ORL,6.5,197.5
735,201612130ATL,ATL,-6.5,197.5
736,201612130CHI,MIN,7.0,208.5
737,201612130CHI,CHI,-7.0,208.5
738,201612130CLE,MEM,13.0,201.5
739,201612130CLE,CLE,-13.0,201.5
740,201612130NOP,NOP,10.0,225.0
741,201612130NOP,GSW,-10.0,225.0
742,201612130PHO,NYK,-3.5,220.5
743,201612130PHO,PHO,3.5,220.5
744,201612130POR,OKC,-1.0,219.5
745,201612130POR,POR,1.0,219.5
746,201612140BRK,BRK,-1.5,228.0
747,201612140BRK,LAL,1.5,228.0
748,201612140DAL,DAL,4.5,189.5
749,201612140DAL,DET,-4.5,189.5
750,201612140HOU,SAC,9.5,216.0
751,201612140HOU,HOU,-9.5,216.0
752,201612140MEM,CLE,6.5,192.0
753,201612140MEM,MEM,-6.5,192.0
754,201612140MIA,MIA,-1.5,205.0
755,201612140MIA,IND,1.5,205.0
756,201612140ORL,ORL,9.0,207.5
757,201612140ORL,LAC,-9.0,207.5
758,201612140PHI,PHI,8.5,206.5
759,201612140PHI,TOR,-8.5,206.5
760,201612140SAS,SAS,-8.0,201.5
761,201612140SAS,BOS,8.0,201.5
762,201612140UTA,OKC,5.5,199.0
763,201612140UTA,UTA,-5.5,199.0
764,201612140WAS,CHO,-0.0,212.0
765,201612140WAS,WAS,0.0,212.0
766,201612150DEN,POR,1.5,220.5
767,201612150DEN,DEN,-1.5,220.5
768,201612150GSW,NYK,14.0,224.0
769,201612150GSW,GSW,-14.0,224.0
770,201612150MIL,CHI,2.5,209.5
771,201612150MIL,MIL,-2.5,209.5
772,201612150NOP,IND,3.0,209.5
773,201612150NOP,NOP,-3.0,209.5
774,201612150PHO,SAS,-7.5,210.0
775,201612150PHO,PHO,7.5,210.0
776,201612160BOS,BOS,-7.5,206.0
777,201612160BOS,CHO,7.5,206.0
778,201612160CHI,MIL,4.5,206.5
779,201612160CHI,CHI,-4.5,206.5
780,201612160HOU,NOP,11.5,220.0
781,201612160HOU,HOU,-11.5,220.0
782,201612160MEM,SAC,5.5,194.0
783,201612160MEM,MEM,-5.5,194.0
784,201612160MIA,LAC,-7.0,208.0
785,201612160MIA,MIA,7.0,208.0
786,201612160ORL,ORL,-6.5,218.0
787,201612160ORL,BRK,6.5,218.0
788,201612160PHI,PHI,-1.0,208.0
789,201612160PHI,LAL,1.0,208.0
790,201612160TOR,ATL,7.0,214.5
791,201612160TOR,TOR,-7.0,214.5
792,201612160UTA,DAL,11.5,187.5
793,201612160UTA,UTA,-11.5,187.5
794,201612160WAS,DET,-1.0,203.0
795,201612160WAS,WAS,1.0,203.0
796,201612170ATL,CHO,2.0,208.5
797,201612170ATL,ATL,-2.0,208.5
798,201612170CLE,LAL,16.0,218.0
799,201612170CLE,CLE,-16.0,218.0
800,201612170DEN,NYK,2.5,217.5
801,201612170DEN,DEN,-2.5,217.5
802,201612170DET,IND,4.0,199.5
803,201612170DET,DET,-4.0,199.5
804,201612170GSW,POR,13.5,230.5
805,201612170GSW,GSW,-13.5,230.5
806,201612170MIN,MIN,3.5,221.0
807,201612170MIN,HOU,-3.5,221.0
808,201612170OKC,OKC,-8.0,214.5
809,201612170OKC,PHO,8.0,214.5
810,201612180DAL,SAC,1.5,193.5
811,201612180DAL,DAL,-1.5,193.5
812,201612180MEM,MEM,1.5,185.5
813,201612180MEM,UTA,-1.5,185.5
814,201612180MIA,MIA,4.0,201.5
815,201612180MIA,BOS,-4.0,201.5
816,201612180ORL,ORL,5.5,218.0
817,201612180ORL,TOR,-5.5,218.0
818,201612180PHI,BRK,2.5,216.0
819,201612180PHI,PHI,-2.5,216.0
820,201612180SAS,NOP,12.0,200.0
821,201612180SAS,SAS,-12.0,200.0
822,201612180WAS,WAS,5.0,216.0
823,201612180WAS,LAC,-5.0,216.0
824,201612190CHI,CHI,-3.0,195.0
825,201612190CHI,DET,3.0,195.0
826,201612190DEN,DEN,-8.5,205.0
827,201612190DEN,DAL,8.5,205.0
828,201612190IND,WAS,6.0,212.0
829,201612190IND,IND,-6.0,212.0
830,201612190MIN,MIN,-5.0,214.0
831,201612190MIN,PHO,5.0,214.0
832,201612190OKC,OKC,-2.5,210.0
833,201612190OKC,ATL,2.5,210.0
834,201612200CHO,LAL,9.5,212.5
835,201612200CHO,CHO,-9.5,212.5
836,201612200GSW,GSW,-11.0,210.0
837,201612200GSW,UTA,11.0,210.0
838,201612200HOU,HOU,-1.0,214.5
839,201612200HOU,SAS,1.0,214.5
840,201612200LAC,LAC,-9.0,215.0
841,201612200LAC,DEN,9.0,215.0
842,201612200MEM,BOS,-2.0,193.0
843,201612200MEM,MEM,2.0,193.0
844,201612200MIA,ORL,2.5,197.5
845,201612200MIA,MIA,-2.5,197.5
846,201612200MIL,CLE,-3.5,211.0
847,201612200MIL,MIL,3.5,211.0
848,201612200NYK,IND,5.5,210.5
849,201612200NYK,NYK,-5.5,210.5
850,201612200PHI,NOP,-2.5,207.0
851,201612200PHI,PHI,2.5,207.0
852,201612200SAC,POR,-1.0,213.0
853,201612200SAC,SAC,1.0,213.0
854,201612200TOR,BRK,15.5,223.5
855,201612200TOR,TOR,-15.5,223.5
856,201612210ATL,ATL,-5.0,212.0
857,201612210ATL,MIN,5.0,212.0
858,201612210CHI,WAS,4.0,207.0
859,201612210CHI,CHI,-4.0,207.0
860,201612210CLE,CLE,-8.0,210.5
861,201612210CLE,MIL,8.0,210.5
862,201612210DET,MEM,6.5,183.5
863,201612210DET,DET,-6.5,183.5
864,201612210NOP,OKC,-2.0,209.0
865,201612210NOP,NOP,2.0,209.0
866,201612210PHO,HOU,-5.5,222.5
867,201612210PHO,PHO,5.5,222.5
868,201612210POR,POR,-6.0,209.0
869,201612210POR,DAL,6.0,209.0
870,201612210UTA,SAC,7.0,192.5
871,201612210UTA,UTA,-7.0,192.5
872,201612220BRK,BRK,14.0,232.0
873,201612220BRK,GSW,-14.0,232.0
874,201612220IND,IND,1.0,211.0
875,201612220IND,BOS,-1.0,211.0
876,201612220LAC,SAS,-1.0,205.0
877,201612220LAC,LAC,1.0,205.0
878,201612220MIA,LAL,4.5,208.0
879,201612220MIA,MIA,-4.5,208.0
880,201612220NYK,ORL,5.5,212.5
881,201612220NYK,NYK,-5.5,212.5
882,201612230BOS,BOS,-4.0,209.0
883,201612230BOS,OKC,4.0,209.0
884,201612230CHO,CHO,-3.5,203.0
885,201612230CHO,CHI,3.5,203.0
886,201612230CLE,BRK,16.0,221.0
887,201612230CLE,CLE,-16.0,221.0
888,201612230DEN,ATL,4.0,221.5
889,201612230DEN,DEN,-4.0,221.5
890,201612230DET,GSW,-6.5,212.5
891,201612230DET,DET,6.5,212.5
892,201612230LAC,DAL,5.5,195.5
893,201612230LAC,LAC,-5.5,195.5
894,201612230MEM,HOU,-3.5,205.0
895,201612230MEM,MEM,3.5,205.0
896,201612230MIL,MIL,-3.0,213.5
897,201612230MIL,WAS,3.0,213.5
898,201612230MIN,SAC,3.5,208.5
899,201612230MIN,MIN,-3.5,208.5
900,201612230NOP,MIA,5.0,205.5
901,201612230NOP,NOP,-5.0,205.5
902,201612230ORL,ORL,-4.5,213.0
903,201612230ORL,LAL,4.5,213.0
904,201612230PHO,PHI,4.0,210.0
905,201612230PHO,PHO,-4.0,210.0
906,201612230POR,SAS,-2.0,210.5
907,201612230POR,POR,2.0,210.5
908,201612230UTA,TOR,-1.5,201.0
909,201612230UTA,UTA,1.5,201.0
910,201612250CLE,CLE,1.5,223.0
911,201612250CLE,GSW,-1.5,223.0
912,201612250LAL,LAL,6.0,215.0
913,201612250LAL,LAC,-6.0,215.0
914,201612250NYK,BOS,-1.5,212.0
915,201612250NYK,NYK,1.5,212.0
916,201612250OKC,MIN,5.0,212.0
917,201612250OKC,OKC,-5.0,212.0
918,201612250SAS,CHI,8.5,200.0
919,201612250SAS,SAS,-8.5,200.0
920,201612260BRK,BRK,7.0,216.0
921,201612260BRK,CHO,-7.0,216.0
922,201612260CHI,CHI,-2.0,206.0
923,201612260CHI,IND,2.0,206.0
924,201612260DET,CLE,6.0,198.0
925,201612260DET,DET,-6.0,198.0
926,201612260HOU,HOU,-13.0,228.0
927,201612260HOU,PHO,13.0,228.0
928,201612260LAC,DEN,-2.0,211.0
929,201612260LAC,LAC,2.0,211.0
930,201612260MIN,ATL,2.0,212.0
931,201612260MIN,MIN,-2.0,212.0
932,201612260NOP,DAL,4.5,197.0
933,201612260NOP,NOP,-4.5,197.0
934,201612260ORL,MEM,-1.0,193.5
935,201612260ORL,ORL,1.0,193.5
936,201612260POR,TOR,-4.5,217.5
937,201612260POR,POR,4.5,217.5
938,201612260SAC,PHI,8.0,205.5
939,201612260SAC,SAC,-8.0,205.5
940,201612260WAS,WAS,-5.0,214.0
941,201612260WAS,MIL,5.0,214.0
942,201612270BOS,BOS,-6.5,198.0
943,201612270BOS,MEM,6.5,198.0
944,201612270DAL,HOU,-6.0,210.0
945,201612270DAL,DAL,6.0,210.0
946,201612270LAL,UTA,-4.5,204.5
947,201612270LAL,LAL,4.5,204.5
948,201612270MIA,OKC,-2.5,205.0
949,201612270MIA,MIA,2.5,205.0
950,201612290CHO,MIA,6.0,200.5
951,201612290CHO,CHO,-6.0,200.5
952,201612290CLE,CLE,-6.0,215.0
953,201612290CLE,BOS,6.0,215.0
954,201612290LAL,DAL,2.5,203.5
955,201612290LAL,LAL,-2.5,203.5
956,201612290MEM,OKC,2.0,198.5
957,201612290MEM,MEM,-2.0,198.5
958,201612290PHO,TOR,-8.0,220.5
959,201612290PHO,PHO,8.0,220.5
960,201612290UTA,PHI,12.5,196.0
961,201612290UTA,UTA,-12.5,196.0
962,201612300ATL,DET,3.5,201.5
963,201612300ATL,ATL,-3.5,201.5
964,201612300BOS,BOS,-9.5,204.5
965,201612300BOS,MIA,9.5,204.5
966,201612300DEN,PHI,11.5,210.5
967,201612300DEN,DEN,-11.5,210.5
968,201612300GSW,DAL,18.0,211.5
969,201612300GSW,GSW,-18.0,211.5
970,201612300HOU,LAC,5.0,218.5
971,201612300HOU,HOU,-5.0,218.5
972,201612300IND,IND,-4.0,202.0
973,201612300IND,CHI,4.0,202.0
974,201612300MIN,MIL,-0.0,209.0
975,201612300MIN,MIN,0.0,209.0
976,201612300NOP,NYK,2.0,212.0
977,201612300NOP,NOP,-2.0,212.0
978,201612300SAS,POR,13.0,207.0
979,201612300SAS,SAS,-13.0,207.0
980,201612300WAS,BRK,8.0,221.5
981,201612300WAS,WAS,-8.0,221.5
982,201612310CHI,MIL,2.5,202.0
983,201612310CHI,CHI,-2.5,202.0
984,201612310CHO,CLE,-3.0,214.5
985,201612310CHO,CHO,3.0,214.5
986,201612310HOU,HOU,-9.5,221.0
987,201612310HOU,NYK,9.5,221.0
988,201612310OKC,LAC,5.5,206.5
989,201612310OKC,OKC,-5.5,206.5
990,201612310SAC,SAC,-1.5,194.0
991,201612310SAC,MEM,1.5,194.0
992,201612310UTA,PHO,10.5,206.0
993,201612310UTA,UTA,-10.5,206.0
994,201701010ATL,SAS,-3.5,207.0
995,201701010ATL,ATL,3.5,207.0
996,201701010IND,ORL,6.0,207.0
997,201701010IND,IND,-6.0,207.0
998,201701010LAL,LAL,8.5,217.5
999,201701010LAL,TOR,-8.5,217.5
1000,201701010MIA,DET,-3.5,196.0
1001,201701010MIA,MIA,3.5,196.0
1002,201701010MIN,MIN,-5.5,209.5
1003,201701010MIN,POR,5.5,209.5
1004,201701020BRK,UTA,-6.5,204.5
1005,201701020BRK,BRK,6.5,204.5
1006,201701020CHI,CHI,0.0,203.0
1007,201701020CHI,CHO,-0.0,203.0
1008,201701020CLE,NOP,10.0,214.5
1009,201701020CLE,CLE,-10.0,214.5
1010,201701020GSW,GSW,-14.5,227.5
1011,201701020GSW,DEN,14.5,227.5
1012,201701020HOU,WAS,9.0,228.0
1013,201701020HOU,HOU,-9.0,228.0
1014,201701020LAC,PHO,5.5,209.0
1015,201701020LAC,LAC,-5.5,209.0
1016,201701020MIL,MIL,-1.5,211.0
1017,201701020MIL,OKC,1.5,211.0
1018,201701020NYK,ORL,4.5,209.0
1019,201701020NYK,NYK,-4.5,209.0
1020,201701030BOS,UTA,6.0,201.0
1021,201701030BOS,BOS,-6.0,201.0
1022,201701030DAL,DAL,1.0,201.0
1023,201701030DAL,WAS,-1.0,201.0
1024,201701030DEN,SAC,1.0,214.5
1025,201701030DEN,DEN,-1.0,214.5
1026,201701030DET,DET,-4.0,203.0
1027,201701030DET,IND,4.0,203.0
1028,201701030LAL,LAL,3.0,202.5
1029,201701030LAL,MEM,-3.0,202.5
1030,201701030PHI,MIN,-4.0,203.5
1031,201701030PHI,PHI,4.0,203.5
1032,201701030PHO,PHO,-2.5,208.5
1033,201701030PHO,MIA,2.5,208.5
1034,201701030SAS,SAS,-5.5,211.0
1035,201701030SAS,TOR,5.5,211.0
1036,201701040CHO,OKC,2.5,209.0
1037,201701040CHO,CHO,-2.5,209.0
1038,201701040CLE,CHI,8.0,208.0
1039,201701040CLE,CLE,-8.0,208.0
1040,201701040GSW,GSW,-15.5,224.5
1041,201701040GSW,POR,15.5,224.5
1042,201701040LAC,LAC,-1.0,198.5
1043,201701040LAC,MEM,1.0,198.5
1044,201701040NYK,NYK,0.0,213.0
1045,201701040NYK,MIL,-0.0,213.0
1046,201701040ORL,ORL,3.5,205.0
1047,201701040ORL,ATL,-3.5,205.0
1048,201701040SAC,MIA,8.5,202.5
1049,201701040SAC,SAC,-8.5,202.5
1050,201701050DAL,PHO,5.5,204.5
1051,201701050DAL,DAL,-5.5,204.5
1052,201701050DEN,SAS,-7.0,213.0
1053,201701050DEN,DEN,7.0,213.0
1054,201701050DET,CHO,4.0,205.0
1055,201701050DET,DET,-4.0,205.0
1056,201701050HOU,OKC,8.5,225.0
1057,201701050HOU,HOU,-8.5,225.0
1058,201701050IND,BRK,10.5,218.5
1059,201701050IND,IND,-10.5,218.5
1060,201701050NOP,ATL,3.0,206.0
1061,201701050NOP,NOP,-3.0,206.0
1062,201701050POR,POR,-5.0,214.5
1063,201701050POR,LAL,5.0,214.5
1064,201701050TOR,UTA,5.5,202.0
1065,201701050TOR,TOR,-5.5,202.0
1066,201701060BOS,PHI,12.5,213.0
1067,201701060BOS,BOS,-12.5,213.0
1068,201701060BRK,CLE,-12.5,222.0
1069,201701060BRK,BRK,12.5,222.0
1070,201701060GSW,GSW,-13.5,214.5
1071,201701060GSW,MEM,13.5,214.5
1072,201701060LAL,LAL,-3.5,210.0
1073,201701060LAL,MIA,3.5,210.0
1074,201701060MIL,NYK,6.0,213.5
1075,201701060MIL,MIL,-6.0,213.5
1076,201701060ORL,HOU,-5.5,222.5
1077,201701060ORL,ORL,5.5,222.5
1078,201701060SAC,LAC,1.5,206.0
1079,201701060SAC,SAC,-1.5,206.0
1080,201701060WAS,MIN,5.0,212.0
1081,201701060WAS,WAS,-5.0,212.0
1082,201701070BOS,NOP,7.0,215.0
1083,201701070BOS,BOS,-7.0,215.0
1084,201701070CHI,TOR,-2.0,208.0
1085,201701070CHI,CHI,2.0,208.0
1086,201701070DAL,ATL,-2.0,196.5
1087,201701070DAL,DAL,2.0,196.5
1088,201701070IND,NYK,7.0,216.0
1089,201701070IND,IND,-7.0,216.0
1090,201701070MIN,UTA,-3.0,195.5
1091,201701070MIN,MIN,3.0,195.5
1092,201701070OKC,DEN,7.5,218.5
1093,201701070OKC,OKC,-7.5,218.5
1094,201701070POR,POR,-3.0,212.0
1095,201701070POR,DET,3.0,212.0
1096,201701070SAS,SAS,-10.5,207.0
1097,201701070SAS,CHO,10.5,207.0
1098,201701080BRK,PHI,2.5,214.5
1099,201701080BRK,BRK,-2.5,214.5
1100,201701080LAC,MIA,9.5,207.5
1101,201701080LAC,LAC,-9.5,207.5
1102,201701080LAL,LAL,-2.0,216.0
1103,201701080LAL,ORL,2.0,216.0
1104,201701080MEM,UTA,3.0,187.5
1105,201701080MEM,MEM,-3.0,187.5
1106,201701080MIL,WAS,4.0,213.0
1107,201701080MIL,MIL,-4.0,213.0
1108,201701080PHO,CLE,-9.0,219.0
1109,201701080PHO,PHO,9.0,219.0
1110,201701080POR,POR,-3.5,214.5
1111,201701080POR,DET,3.5,214.5
1112,201701080SAC,SAC,10.5,222.5
1113,201701080SAC,GSW,-10.5,222.5
1114,201701080TOR,TOR,2.5,224.5
1115,201701080TOR,HOU,-2.5,224.5
1116,201701090CHI,OKC,1.5,207.0
1117,201701090CHI,CHI,-1.5,207.0
1118,201701090MIN,DAL,5.0,196.0
1119,201701090MIN,MIN,-5.0,196.0
1120,201701090NYK,NOP,4.0,215.5
1121,201701090NYK,NYK,-4.0,215.5
1122,201701100BRK,ATL,-7.0,214.0
1123,201701100BRK,BRK,7.0,214.0
1124,201701100GSW,MIA,15.5,218.0
1125,201701100GSW,GSW,-15.5,218.0
1126,201701100HOU,HOU,-9.5,223.5
1127,201701100HOU,CHO,9.5,223.5
1128,201701100LAL,LAL,1.0,223.0
1129,201701100LAL,POR,-1.0,223.0
1130,201701100SAC,DET,2.0,206.0
1131,201701100SAC,SAC,-2.0,206.0
1132,201701100SAS,MIL,10.0,205.5
1133,201701100SAS,SAS,-10.0,205.5
1134,201701100TOR,TOR,-4.5,218.0
1135,201701100TOR,BOS,4.5,218.0
1136,201701100UTA,UTA,3.0,201.5
1137,201701100UTA,CLE,-3.0,201.5
1138,201701100WAS,WAS,-10.0,218.0
1139,201701100WAS,CHI,10.0,218.0
1140,201701110BOS,WAS,5.5,217.0
1141,201701110BOS,BOS,-5.5,217.0
1142,201701110LAC,LAC,-9.5,209.0
1143,201701110LAC,ORL,9.5,209.0
1144,201701110MIN,MIN,4.0,219.0
1145,201701110MIN,HOU,-4.0,219.0
1146,201701110OKC,OKC,-5.0,204.5
1147,201701110OKC,MEM,5.0,204.5
1148,201701110PHI,PHI,2.0,210.0
1149,201701110PHI,NYK,-2.0,210.0
1150,201701110POR,CLE,-3.5,221.0
1151,201701110POR,POR,3.5,221.0
1152,201701120BRK,BRK,5.0,215.5
1153,201701120BRK,NOP,-5.0,215.5
1154,201701120DEN,DEN,4.0,223.0
1155,201701120DEN,IND,-4.0,223.0
1156,201701120GSW,DET,12.5,218.5
1157,201701120GSW,GSW,-12.5,218.5
1158,201701120NYK,CHI,3.0,203.5
1159,201701120NYK,NYK,-3.0,203.5
1160,201701120PHO,DAL,-0.0,201.5
1161,201701120PHO,PHO,0.0,201.5
1162,201701120SAS,LAL,14.5,210.5
1163,201701120SAS,SAS,-14.5,210.5
1164,201701130ATL,BOS,2.5,212.5
1165,201701130ATL,ATL,-2.5,212.5
1166,201701130HOU,HOU,-7.0,214.0
1167,201701130HOU,MEM,7.0,214.0
1168,201701130MIL,MIL,-7.0,204.5
1169,201701130MIL,MIA,7.0,204.5
1170,201701130MIN,MIN,2.0,209.0
1171,201701130MIN,OKC,-2.0,209.0
1172,201701130PHI,PHI,4.5,209.5
1173,201701130PHI,CHO,-4.5,209.5
1174,201701130POR,ORL,7.0,213.5
1175,201701130POR,POR,-7.0,213.5
1176,201701130SAC,CLE,-6.5,211.0
1177,201701130SAC,SAC,6.5,211.0
1178,201701130TOR,BRK,16.0,222.0
1179,201701130TOR,TOR,-16.0,222.0
1180,201701130UTA,DET,9.5,192.5
1181,201701130UTA,UTA,-9.5,192.5
1182,201701140CHI,CHI,-2.0,204.0
1183,201701140CHI,NOP,2.0,204.0
1184,201701140LAC,LAC,-11.0,217.0
1185,201701140LAC,LAL,11.0,217.0
1186,201701140PHO,SAS,-11.5,214.0
1187,201701140PHO,PHO,11.5,214.0
1188,201701140UTA,ORL,10.5,196.0
1189,201701140UTA,UTA,-10.5,196.0
1190,201701140WAS,PHI,9.5,206.5
1191,201701140WAS,WAS,-9.5,206.5
1192,201701150ATL,ATL,-3.0,207.5
1193,201701150ATL,MIL,3.0,207.5
1194,201701150BRK,BRK,12.5,231.5
1195,201701150BRK,HOU,-12.5,231.5
1196,201701150DAL,DAL,-1.0,195.5
1197,201701150DAL,MIN,1.0,195.5
1198,201701150LAL,LAL,2.0,213.5
1199,201701150LAL,DET,-2.0,213.5
1200,201701150MEM,CHI,7.5,191.5
1201,201701150MEM,MEM,-7.5,191.5
1202,201701150SAC,OKC,-1.5,212.0
1203,201701150SAC,SAC,1.5,212.0
1204,201701150TOR,NYK,9.5,218.0
1205,201701150TOR,TOR,-9.5,218.0
1206,201701160BOS,CHO,5.0,217.0
1207,201701160BOS,BOS,-5.0,217.0
1208,201701160DEN,DEN,-5.0,221.5
1209,201701160DEN,ORL,5.0,221.5
1210,201701160GSW,GSW,-8.0,224.5
1211,201701160GSW,CLE,8.0,224.5
1212,201701160IND,NOP,5.5,214.0
1213,201701160IND,IND,-5.5,214.0
1214,201701160LAC,LAC,-7.5,211.5
1215,201701160LAC,OKC,7.5,211.5
1216,201701160MIL,PHI,7.0,206.5
1217,201701160MIL,MIL,-7.0,206.5
1218,201701160NYK,ATL,-3.0,209.0
1219,201701160NYK,NYK,3.0,209.0
1220,201701160PHO,PHO,5.5,202.0
1221,201701160PHO,UTA,-5.5,202.0
1222,201701160WAS,WAS,-3.5,220.0
1223,201701160WAS,POR,3.5,220.0
1224,201701170BRK,TOR,-11.0,227.0
1225,201701170BRK,BRK,11.0,227.0
1226,201701170CHI,DAL,6.0,196.5
1227,201701170CHI,CHI,-6.0,196.5
1228,201701170LAL,DEN,1.5,228.0
1229,201701170LAL,LAL,-1.5,228.0
1230,201701170MIA,HOU,-7.5,220.0
1231,201701170MIA,MIA,7.5,220.0
1232,201701170SAS,MIN,11.0,202.0
1233,201701170SAS,SAS,-11.0,202.0
1234,201701180BOS,BOS,-8.0,220.0
1235,201701180BOS,NYK,8.0,220.0
1236,201701180CHO,CHO,-4.5,215.5
1237,201701180CHO,POR,4.5,215.5
1238,201701180DET,ATL,-1.5,203.5
1239,201701180DET,DET,1.5,203.5
1240,201701180GSW,OKC,12.5,227.0
1241,201701180GSW,GSW,-12.5,227.0
1242,201701180HOU,MIL,6.5,224.5
1243,201701180HOU,HOU,-6.5,224.5
1244,201701180NOP,ORL,5.0,209.5
1245,201701180NOP,NOP,-5.0,209.5
1246,201701180PHI,TOR,-5.5,213.0
1247,201701180PHI,PHI,5.5,213.0
1248,201701180SAC,IND,1.0,214.5
1249,201701180SAC,SAC,-1.0,214.5
1250,201701180WAS,WAS,-3.0,205.0
1251,201701180WAS,MEM,3.0,205.0
1252,201701190CLE,CLE,-11.5,219.0
1253,201701190CLE,PHO,11.5,219.0
1254,201701190LAC,LAC,-2.0,205.0
1255,201701190LAC,MIN,2.0,205.0
1256,201701190MIA,DAL,1.5,197.0
1257,201701190MIA,MIA,-1.5,197.0
1258,201701190NYK,WAS,-2.0,218.5
1259,201701190NYK,NYK,2.0,218.5
1260,201701190SAS,DEN,12.5,219.0
1261,201701190SAS,SAS,-12.5,219.0
1262,201701200ATL,ATL,-5.0,203.5
1263,201701200ATL,CHI,5.0,203.5
1264,201701200CHO,TOR,-0.0,215.5
1265,201701200CHO,CHO,0.0,215.5
1266,201701200DAL,DAL,5.5,187.5
1267,201701200DAL,UTA,-5.5,187.5
1268,201701200HOU,HOU,4.5,236.5
1269,201701200HOU,GSW,-4.5,236.5
1270,201701200LAL,IND,-3.0,220.0
1271,201701200LAL,LAL,3.0,220.0
1272,201701200MEM,SAC,7.0,202.0
1273,201701200MEM,MEM,-7.0,202.0
1274,201701200NOP,BRK,10.0,219.5
1275,201701200NOP,NOP,-10.0,219.5
1276,201701200ORL,ORL,2.5,209.0
1277,201701200ORL,MIL,-2.5,209.0
1278,201701200PHI,POR,-1.5,209.5
1279,201701200PHI,PHI,1.5,209.5
1280,201701210ATL,ATL,-9.5,200.0
1281,201701210ATL,PHI,9.5,200.0
1282,201701210BOS,POR,8.0,218.0
1283,201701210BOS,BOS,-8.0,218.0
1284,201701210CHI,SAC,6.0,204.0
1285,201701210CHI,CHI,-6.0,204.0
1286,201701210CHO,BRK,12.0,220.0
1287,201701210CHO,CHO,-12.0,220.0
1288,201701210CLE,SAS,2.0,211.5
1289,201701210CLE,CLE,-2.0,211.5
1290,201701210DEN,DEN,-3.5,220.0
1291,201701210DEN,LAC,3.5,220.0
1292,201701210DET,DET,-1.5,211.0
1293,201701210DET,WAS,1.5,211.0
1294,201701210MEM,HOU,-1.0,216.5
1295,201701210MEM,MEM,1.0,216.5
1296,201701210MIA,MIL,1.5,206.0
1297,201701210MIA,MIA,-1.5,206.0
